,title,artist,image,weeks,chart
4832,Nevermind,Nirvana,https://charts-static.billboard.com/img/1991/10/nirvana-ezv-nevermind-nnk-53x53.jpg,124.0,alternative-albums
4833,Blurryface,twenty one pilots,https://charts-static.billboard.com/img/2015/06/twenty-one-pilots-840-blurryface-lxm-53x53.jpg,260.0,alternative-albums
4834,Born To Die,Lana Del Rey,https://charts-static.billboard.com/img/2012/02/lana-del-rey-x3j-born-to-die-iob-53x53.jpg,286.0,alternative-albums
4835,Night Visions,Imagine Dragons,https://charts-static.billboard.com/img/2012/09/imagine-dragons-wca-night-visions-jec-53x53.jpg,285.0,alternative-albums
4836,Making A Door Less Open,Car Seat Headrest,https://charts-static.billboard.com/img/2020/05/car-seat-headrest-qjm-making-a-door-less-open-f86-53x53.jpg,1.0,alternative-albums
4837,Sublime,Sublime,https://charts-static.billboard.com/img/1996/08/sublime-sl0-sublime-yym-53x53.jpg,66.0,alternative-albums
4838,Pray For The Wicked,Panic! At The Disco,https://charts-static.billboard.com/img/2018/07/panic-at-the-disco-yl6-pray-for-the-wicked-ft4-53x53.jpg,98.0,alternative-albums
4839,Stella & Steve (EP),BENEE,https://www.billboard.com/assets/1588965272/images/charts/bb-placeholder-new.jpg?7d5b0e6ad75e748d5e20,9.0,alternative-albums
4840,Greatest Hits,Foo Fighters,https://charts-static.billboard.com/img/2009/11/foo-fighters-as2-greatest-hits-tb5-53x53.jpg,118.0,alternative-albums
4841,[Hybrid Theory],Linkin Park,https://charts-static.billboard.com/img/2000/11/linkin-park-brd--hybrid-theory--nd4-53x53.jpg,145.0,alternative-albums
4842,Hozier,Hozier,https://charts-static.billboard.com/img/2014/10/hozier-hdg-hozier-cb1-53x53.jpg,220.0,alternative-albums
4843,Currents,Tame Impala,https://charts-static.billboard.com/img/2015/08/tame-impala-rq1-currents-ita-53x53.jpg,73.0,alternative-albums
4844,The New Abnormal,The Strokes,https://charts-static.billboard.com/img/2001/09/the-strokes-pwn-53x53.jpg,4.0,alternative-albums
4845,"Believers Never Die, Volume Two: Greatest Hits",Fall Out Boy,https://charts-static.billboard.com/img/2017/07/fall-out-boy-53x53.jpg,25.0,alternative-albums
4846,In Between Dreams,Jack Johnson,https://charts-static.billboard.com/img/2005/03/jack-johnson-69r-in-between-dreams-pto-53x53.jpg,20.0,alternative-albums
4847,The Greatest Hits,3 Doors Down,https://charts-static.billboard.com/img/2012/12/3-doors-down-qu6-the-greatest-hits-pyh-53x53.jpg,37.0,alternative-albums
4848,Pure Heroine,Lorde,https://charts-static.billboard.com/img/2013/10/lorde-pxl-pure-heroine-5t9-53x53.jpg,84.0,alternative-albums
4849,All The Right Reasons,Nickelback,https://charts-static.billboard.com/img/2005/10/nickelback-v3l-all-the-right-reasons-jb7-53x53.jpg,67.0,alternative-albums
4850,Bad Decisions,The Strokes,https://charts-static.billboard.com/img/2001/09/the-strokes-pwn-53x53.jpg,11.0,triple-a
4851,Caution,The Killers,https://charts-static.billboard.com/img/2004/05/the-killers-5bg-53x53.jpg,8.0,triple-a
4852,Lost In Yesterday,Tame Impala,https://charts-static.billboard.com/img/2010/07/tame-impala-ye2-53x53.jpg,16.0,triple-a
4853,July,Noah Cyrus & Leon Bridges,https://charts-static.billboard.com/img/2019/11/noah-cyrus-slx-july-4oj-53x53.jpg,22.0,triple-a
4854,Shangri-La,EOB,https://charts-static.billboard.com/img/2020/02/eob-000-shangrila-x8r-53x53.jpg,13.0,triple-a
4855,I Want More,KALEO,https://charts-static.billboard.com/img/2020/02/kaleo-rcp-i-want-more-cy0-53x53.jpg,15.0,triple-a
4856,Honeybee,The Head And The Heart,https://charts-static.billboard.com/img/2010/12/the-head-and-the-heart-5gb-53x53.jpg,9.0,triple-a
4857,Lay Your Head On Me,Major Lazer Featuring Marcus Mumford,https://charts-static.billboard.com/img/2020/04/major-lazer-000-lay-your-head-on-me-pt4-53x53.jpg,5.0,triple-a
4858,Black Madonna,Cage The Elephant,https://charts-static.billboard.com/img/2019/05/cage-the-elephant-vk8-53x53.jpg,17.0,triple-a
4859,Be Afraid,Jason Isbell And The 400 Unit,https://charts-static.billboard.com/img/2020/02/jason-isbell-and-the-400-unit-bis-be-afraid-cy7-53x53.jpg,13.0,triple-a
4860,Hell N Back,Bakar,https://www.billboard.com/assets/1588965272/images/charts/bb-placeholder-new.jpg?2f99a4a9bfbde08581fe,20.0,triple-a
4861,Fire,Black Pumas,https://charts-static.billboard.com/img/2020/04/black-pumas-000-fire-5bg-53x53.jpg,6.0,triple-a
4862,Shine A Little Light,The Black Keys,https://charts-static.billboard.com/img/2019/07/the-black-keys-do0-shine-a-little-light-sla-53x53.jpg,17.0,triple-a
4863,Strangers,Mt. Joy,https://www.billboard.com/assets/1588965272/images/charts/bb-placeholder-new.jpg?2f99a4a9bfbde08581fe,10.0,triple-a
4864,By And By,CAAMP,https://charts-static.billboard.com/img/2020/02/caamp-000-by-and-by-k7a-53x53.jpg,14.0,triple-a
4865,Living In A Ghost Town,The Rolling Stones,https://charts-static.billboard.com/img/2020/05/the-rolling-stones-pxx-living-in-a-ghost-town-fn1-53x53.jpg,2.0,triple-a
4866,The Steps,HAIM,https://charts-static.billboard.com/img/2020/03/haim-118-the-steps-l5c-53x53.jpg,6.0,triple-a
4867,Your Love (Deja Vu),Glass Animals,https://charts-static.billboard.com/img/2017/05/glass-animals-53x53.jpg,7.0,triple-a
4868,And It's Still Alright,Nathaniel Rateliff,https://charts-static.billboard.com/img/2013/10/nathaniel-rateliff-i1h-53x53.jpg,17.0,triple-a
4869,Circle The Drain,Soccer Mommy,https://www.billboard.com/assets/1588965272/images/charts/bb-placeholder-new.jpg?2f99a4a9bfbde08581fe,12.0,triple-a
4870,Shameika,Fiona Apple,https://charts-static.billboard.com/img/1996/08/fiona-apple-cst-53x53.jpg,2.0,triple-a
4871,Salt And The Sea,The Lumineers,https://charts-static.billboard.com/img/2019/09/the-lumineers-e8y-53x53.jpg,6.0,triple-a
4872,Sometimes Love Takes So Long,Illiterate Light,https://www.billboard.com/assets/1588965272/images/charts/bb-placeholder-new.jpg?2f99a4a9bfbde08581fe,4.0,triple-a
4873,I'm Alive,Norah Jones,https://charts-static.billboard.com/img/2020/04/norah-jones-ugr-im-alive-xtr-53x53.jpg,6.0,triple-a
4874,Retrograde,Pearl Jam,https://charts-static.billboard.com/img/1991/11/pearl-jam-c2s-53x53.jpg,2.0,triple-a
4875,Expectations,Katie Pruitt,https://charts-static.billboard.com/img/2020/03/katie-pruitt-000-expectations-8qn-53x53.jpg,8.0,triple-a
4876,The Buzz,Pretenders,https://charts-static.billboard.com/img/2020/04/pretenders-xbg-the-buzz-u5s-53x53.jpg,6.0,triple-a
4877,Lilacs,Waxahatchee,https://charts-static.billboard.com/img/2020/03/waxahatchee-vxi-lilacs-4b6-53x53.jpg,9.0,triple-a
4878,Domino,Nicole Atkins,https://charts-static.billboard.com/img/2020/04/nicole-atkins-k9e-domino-ori-53x53.jpg,2.0,triple-a
4879,Rolling,Michael Kiwanuka,https://charts-static.billboard.com/img/2012/01/michael-kiwanuka-jhu-53x53.jpg,2.0,triple-a
4880,I Wanna Be The One,Pete Yorn,https://charts-static.billboard.com/img/2001/04/pete-yorn-zor-53x53.jpg,4.0,triple-a
4881,Break Her Heart,ZZ Ward,https://charts-static.billboard.com/img/2020/04/zz-ward-h7t-break-her-heart-ncb-53x53.jpg,6.0,triple-a
4882,Hollywood,Car Seat Headrest,https://charts-static.billboard.com/img/2020/05/car-seat-headrest-qjm-hollywood-a8y-53x53.jpg,1.0,triple-a
4883,Held Down,Laura Marling,https://charts-static.billboard.com/img/2017/04/laura-marling-53x53.jpg,2.0,triple-a
4884,4 American Dollars,U.S. Girls,https://charts-static.billboard.com/img/2020/04/us-girls-000-4-american-dollars-y7c-53x53.jpg,3.0,triple-a
4885,Oh Yeah!,Green Day,https://charts-static.billboard.com/img/2016/12/green-day-53x53.jpg,15.0,triple-a
4886,Hometown Heroes,Moon Taxi,https://charts-static.billboard.com/img/2020/05/moon-taxi-oog-hometown-heroes-fz1-53x53.jpg,2.0,triple-a
4887,On The Floor,Perfume Genius,https://charts-static.billboard.com/img/2017/05/perfume-genius-53x53.jpg,4.0,triple-a
4888,Dance Of The Clairvoyants,Pearl Jam,https://charts-static.billboard.com/img/2020/02/pearl-jam-c2s-dance-of-the-clairvoyants-19w-53x53.jpg,16.0,triple-a
4889,Real Long Time,White Reaper,https://charts-static.billboard.com/img/2020/05/white-reaper-9jw-real-long-time-6gi-53x53.jpg,1.0,triple-a
4890,Unforgettable,Godsmack,https://charts-static.billboard.com/img/2020/02/godsmack-5kr-unforgettable-vy5-53x53.jpg,15.0,hot-mainstream-rock-tracks
4891,Popular Monster,Falling In Reverse,https://charts-static.billboard.com/img/2019/11/falling-in-reverse-63g-popular-monster-06w-53x53.jpg,17.0,hot-mainstream-rock-tracks
4892,Sickness,Grey Daze,https://charts-static.billboard.com/img/2020/02/grey-daze-000-sickness-8vs-53x53.jpg,13.0,hot-mainstream-rock-tracks
4893,Superblood Wolfmoon,Pearl Jam,https://charts-static.billboard.com/img/2020/02/pearl-jam-1pn-superblood-wolfmoon-gjb-53x53.jpg,12.0,hot-mainstream-rock-tracks
4894,Sober,Bad Wolves,https://charts-static.billboard.com/img/2020/03/bad-wolves-vib-sober-mit-53x53.jpg,9.0,hot-mainstream-rock-tracks
4895,Shakin' Off The Rust,The Blue Stones,https://charts-static.billboard.com/img/2018/09/the-blue-stones-ayf-53x53.jpg,28.0,hot-mainstream-rock-tracks
4896,Far Away,Breaking Benjamin Featuring Scooter Ward,https://charts-static.billboard.com/img/2019/12/breaking-benjamin-rch-far-away-5wk-53x53.jpg,22.0,hot-mainstream-rock-tracks
4897,Ordinary Man,Ozzy Osbourne Featuring Elton John,https://charts-static.billboard.com/img/1981/04/ozzy-osbourne-xw5-53x53.jpg,12.0,hot-mainstream-rock-tracks
4898,Can You Hear Me,Korn,https://charts-static.billboard.com/img/2019/09/korn-4hs-53x53.jpg,14.0,hot-mainstream-rock-tracks
4899,Antisocialist,Asking Alexandria,https://charts-static.billboard.com/img/2009/10/asking-alexandria-t04-53x53.jpg,9.0,hot-mainstream-rock-tracks
4900,Outlaws & Outsiders,"Cory Marks Featuring Travis Tritt, Ivan Moody & Mick Mars",https://charts-static.billboard.com/img/2019/11/cory-marks-000-outlaws-and-outsiders-wmg-53x53.jpg,11.0,hot-mainstream-rock-tracks
4901,Oh Yeah!,Green Day,https://charts-static.billboard.com/img/2016/12/green-day-53x53.jpg,16.0,hot-mainstream-rock-tracks
4902,Inside Out,Five Finger Death Punch,https://charts-static.billboard.com/img/2019/12/five-finger-death-punch-kxm-inside-out-4f5-53x53.jpg,23.0,hot-mainstream-rock-tracks
4903,These Days,Highly Suspect,https://charts-static.billboard.com/img/2020/03/highly-suspect-yvh-these-days-hdh-53x53.jpg,11.0,hot-mainstream-rock-tracks
4904,Resentment,A Day To Remember,https://charts-static.billboard.com/img/2019/12/a-day-to-remember-io3-resentment-wwi-53x53.jpg,12.0,hot-mainstream-rock-tracks
4905,A Little Bit Off,Five Finger Death Punch,https://charts-static.billboard.com/img/2007/08/five-finger-death-punch-tza-53x53.jpg,2.0,hot-mainstream-rock-tracks
4906,Leviathan,Volbeat,https://charts-static.billboard.com/img/2019/06/volbeat-i31-53x53.jpg,6.0,hot-mainstream-rock-tracks
4907,Another Life,Motionless In White,https://charts-static.billboard.com/img/2020/02/motionless-in-white-zak-another-life-se2-53x53.jpg,16.0,hot-mainstream-rock-tracks
4908,Atlas Falls,Shinedown,https://charts-static.billboard.com/img/2020/04/shinedown-pjk-atlas-falls-e0p-53x53.jpg,6.0,hot-mainstream-rock-tracks
4909,The In-Between,In This Moment,https://charts-static.billboard.com/img/2020/02/in-this-moment-zj0-the-inbetween-to0-53x53.jpg,15.0,hot-mainstream-rock-tracks
4910,Wolf Totem,The Hu Featuring Jacoby Shaddix,https://www.billboard.com/assets/1588965272/images/charts/bb-placeholder-new.jpg?7d5b0e6ad75e748d5e20,4.0,hot-mainstream-rock-tracks
4911,Flowers On A Grave,Bush,https://charts-static.billboard.com/img/2020/03/bush-zix-flowers-on-a-grave-6th-53x53.jpg,8.0,hot-mainstream-rock-tracks
4912,Hold On To Memories,Disturbed,https://charts-static.billboard.com/img/2016/12/disturbed-53x53.jpg,18.0,hot-mainstream-rock-tracks
4913,Blind,Saint Asonia,https://charts-static.billboard.com/img/2020/04/saint-asonia-6eg-blind-qyq-53x53.jpg,7.0,hot-mainstream-rock-tracks
4914,I Can't Be The Only One,Killswitch Engage,https://charts-static.billboard.com/img/2020/03/killswitch-engage-kbp-i-cant-be-the-only-one-3my-53x53.jpg,10.0,hot-mainstream-rock-tracks
4915,Closer To The Sky,The Glorious Sons,https://charts-static.billboard.com/img/2013/08/the-glorious-sons-kin-53x53.jpg,16.0,hot-mainstream-rock-tracks
4916,Trials,Starset,https://charts-static.billboard.com/img/2020/04/starset-3vm-trials-yw2-53x53.jpg,6.0,hot-mainstream-rock-tracks
4917,World Keeps Spinning,Theory Of A Deadman,https://charts-static.billboard.com/img/2002/08/theory-of-a-deadman-unl-53x53.jpg,4.0,hot-mainstream-rock-tracks
4918,Work,Pop Evil,https://charts-static.billboard.com/img/2020/05/pop-evil-73t-work-pyi-53x53.jpg,1.0,hot-mainstream-rock-tracks
4919,Pneuma,Tool,https://charts-static.billboard.com/img/1993/04/tool-gnf-53x53.jpg,19.0,hot-mainstream-rock-tracks
4920,Save Me,Skillet,https://charts-static.billboard.com/img/2019/06/skillet-ryq-53x53.jpg,6.0,hot-mainstream-rock-tracks
4921,A Mannequin Idol (Lullaby),DED,https://charts-static.billboard.com/img/2020/04/ded-cjq-a-mannequin-idol-lullaby-27x-53x53.jpg,7.0,hot-mainstream-rock-tracks
4922,Survivor,Scott Stapp,https://charts-static.billboard.com/img/2020/04/scott-stapp-9c6-survivor-6l2-53x53.jpg,6.0,hot-mainstream-rock-tracks
4923,Break My Baby,KALEO,https://charts-static.billboard.com/img/2020/02/kaleo-rcp-break-my-baby-txp-53x53.jpg,13.0,hot-mainstream-rock-tracks
4924,Sunshine,The Black Moods,https://charts-static.billboard.com/img/2020/05/black-moods-ii2-sunshine-q8j-53x53.jpg,2.0,hot-mainstream-rock-tracks
4925,Listen To Your Heart,Through Fire,https://charts-static.billboard.com/img/2020/03/through-fire-i9q-listen-to-your-heart-dc1-53x53.jpg,9.0,hot-mainstream-rock-tracks
4926,Instant History,Biffy Clyro,https://charts-static.billboard.com/img/2017/04/biffy-clyro-53x53.jpg,3.0,hot-mainstream-rock-tracks
4927,Caution,The Killers,https://charts-static.billboard.com/img/2004/05/the-killers-5bg-53x53.jpg,1.0,hot-mainstream-rock-tracks
4928,Shine A Little Light,The Black Keys,https://charts-static.billboard.com/img/2019/07/the-black-keys-do0-shine-a-little-light-sla-53x53.jpg,15.0,hot-mainstream-rock-tracks
4929,The War We Made,Red,https://charts-static.billboard.com/img/1974/02/red-rpy-53x53.jpg,4.0,hot-mainstream-rock-tracks
4930,Greatest Hits,Queen,https://charts-static.billboard.com/img/1981/11/queen-m21-greatest-hits-z3x-53x53.jpg,175.0,hard-rock-albums
4931,Appetite For Destruction,Guns N' Roses,https://charts-static.billboard.com/img/1987/08/guns-n-roses-i8r-appetite-for-destruction-zep-53x53.jpg,58.0,hard-rock-albums
4932,Back In Black,AC/DC,https://charts-static.billboard.com/img/1980/08/ac-dc-3eb-back-in-black-qzj-53x53.jpg,276.0,hard-rock-albums
4933,Ordinary Man,Ozzy Osbourne,https://charts-static.billboard.com/img/2020/03/ozzy-osbourne-zlc-ordinary-man-9q3-53x53.jpg,11.0,hard-rock-albums
4934,Metallica,Metallica,https://charts-static.billboard.com/img/1991/08/metallica-b7f-metallica-ea6-53x53.jpg,228.0,hard-rock-albums
4935,A Decade Of Destruction,Five Finger Death Punch,https://charts-static.billboard.com/img/2017/12/five-finger-death-punch-kxm-a-decade-of-destruction-p7b-53x53.jpg,127.0,hard-rock-albums
4936,Greatest Hits: The Ultimate Collection,Bon Jovi,https://charts-static.billboard.com/img/2010/11/bon-jovi-l4r-greatest-hits-the-ultimate-collection-88r-53x53.jpg,214.0,hard-rock-albums
4937,The Story So Far.The Best Of Def Leppard,Def Leppard,https://charts-static.billboard.com/img/2018/12/def-leppard-hy1-the-story-so-farthe-best-of-def-leppard-s69-53x53.jpg,63.0,hard-rock-albums
4938,Greatest Hits,Foo Fighters,https://charts-static.billboard.com/img/2009/11/foo-fighters-as2-greatest-hits-tb5-53x53.jpg,227.0,hard-rock-albums
4939,[Hybrid Theory],Linkin Park,https://charts-static.billboard.com/img/2000/11/linkin-park-brd--hybrid-theory--nd4-53x53.jpg,186.0,hard-rock-albums
4940,Aerosmith's Greatest Hits,Aerosmith,https://charts-static.billboard.com/img/1980/11/aerosmith-fsf-aerosmiths-greatest-hits-cpf-53x53.jpg,145.0,hard-rock-albums
4941,Greatest Hits,Motley Crue,https://charts-static.billboard.com/img/2009/12/motley-crue-qt0-greatest-hits-gol-53x53.jpg,124.0,hard-rock-albums
4942,Bohemian Rhapsody (Soundtrack),Queen,https://charts-static.billboard.com/img/2018/11/queen-m21-bohemian-rhapsody-soundtrack-it8-53x53.jpg,78.0,hard-rock-albums
4943,The Greatest Hits,3 Doors Down,https://charts-static.billboard.com/img/2012/12/3-doors-down-qu6-the-greatest-hits-pyh-53x53.jpg,152.0,hard-rock-albums
4944,Experience Hendrix: The Best Of Jimi Hendrix,Jimi Hendrix,https://charts-static.billboard.com/img/1998/11/jimi-hendrix-yck-experience-hendrix-the-best-of-jimi-hendrix-uy2-53x53.jpg,100.0,hard-rock-albums
4945,All The Right Reasons,Nickelback,https://charts-static.billboard.com/img/2005/10/nickelback-v3l-all-the-right-reasons-jb7-53x53.jpg,270.0,hard-rock-albums
4946,Led Zeppelin IV,Led Zeppelin,https://charts-static.billboard.com/img/1971/11/led-zeppelin-baq-led-zeppelin-iv-c39-53x53.jpg,107.0,hard-rock-albums
4947,F8,Five Finger Death Punch,https://charts-static.billboard.com/img/2020/03/five-finger-death-punch-kxm-f8-lae-53x53.jpg,10.0,hard-rock-albums
4948,Meteora,Linkin Park,https://charts-static.billboard.com/img/2003/04/linkin-park-brd-meteora-82r-53x53.jpg,145.0,hard-rock-albums
4949,Antennas To Hell,Slipknot,https://charts-static.billboard.com/img/2012/08/slipknot-zt0-53x53.jpg,60.0,hard-rock-albums
4950,Mothership,Led Zeppelin,https://charts-static.billboard.com/img/2007/12/led-zeppelin-baq-mothership-4js-53x53.jpg,247.0,hard-rock-albums
4951,Rage Against The Machine,Rage Against The Machine,https://charts-static.billboard.com/img/1993/04/rage-against-the-machine-4m0-53x53.jpg,42.0,hard-rock-albums
4952,Ten,Pearl Jam,https://charts-static.billboard.com/img/1991/11/pearl-jam-1pn-ten-sn9-53x53.jpg,53.0,hard-rock-albums
4953,Seether: 2002-2013,Seether,https://charts-static.billboard.com/img/2013/11/seether-tje-seether-20022013-q5w-53x53.jpg,17.0,hard-rock-albums
4954,One - X,Three Days Grace,https://charts-static.billboard.com/img/2006/07/three-days-grace-a00-one-x-stx-53x53.jpg,136.0,hard-rock-albums
4955,Say So,Doja Cat Featuring Nicki Minaj,https://charts-static.billboard.com/img/2019/12/doja-cat-cd8-say-so-z1g-53x53.jpg,18.0,r-b-hip-hop-songs
4956,Savage,Megan Thee Stallion Featuring Beyonce,https://charts-static.billboard.com/img/2020/03/megan-thee-stallion-z0z-savage-7q2-53x53.jpg,7.0,r-b-hip-hop-songs
4957,Blinding Lights,The Weeknd,https://charts-static.billboard.com/img/2019/12/the-weeknd-nsd-blinding-lights-gfd-53x53.jpg,23.0,r-b-hip-hop-songs
4958,Toosie Slide,Drake,https://charts-static.billboard.com/img/2020/04/drake-p3d-toosie-slide-e5w-53x53.jpg,5.0,r-b-hip-hop-songs
4959,The Box,Roddy Ricch,https://charts-static.billboard.com/img/2019/12/roddy-ricch-eqp-the-box-2k7-53x53.jpg,22.0,r-b-hip-hop-songs
4960,Pain 1993,Drake Featuring Playboi Carti,https://charts-static.billboard.com/img/2009/04/drake-p3d-53x53.jpg,1.0,r-b-hip-hop-songs
