,artist,track,chart,tracks_uri,albums_uris
171,Niall Horan,Heartbreak Weather,billboard-200,spotify:track:3jf3c9EOFam6Q15sho0XWw,spotify:album:5gdoRB1AUsGnScCuZ8gmPp
172,Stevie Wonder,The Definitive Collection,billboard-200,spotify:track:1O1mCVN5hue4lOOqd5EysZ,spotify:album:1vQrNEAdt2eHCXAvdIs1M2
173,Five Finger Death Punch,A Decade Of Destruction,billboard-200,spotify:track:0h8VX60lat4433GnbP6vQs,spotify:album:6Q6erxuA6kqfBobtkmO5pH
174,Lana Del Rey,Born To Die,billboard-200,spotify:track:4Ouhoi2lAhrLJKFzUqEzwl,spotify:album:5VoeRuTrGhTbKelUfwymwu
175,BTS,Love Yourself: Answer,billboard-200,spotify:track:5Sn2fm8aisVlR7S6u1KW57,spotify:album:2lATw9ZAVp7ILQcOKPCPqp
176,Jon Pardi,California Sunrise,billboard-200,spotify:track:4royfdldSaa38wR44OLuLU,spotify:album:4jghHpmBRJCCTMwIdic8m4
177,Imagine Dragons,Night Visions,billboard-200,spotify:track:5raubQ8TVZTJO1PFs2bpwq,spotify:album:6nxDQi0FeEwccEPJeNySoS
178,Wiz Khalifa,The Saga Of Wiz Khalifa,billboard-200,spotify:track:34TAFsrcHSBvLxhXZMBRSF,spotify:album:1d0b8HYGGtpsvlAzLR9puz
179,Kid Cudi,Man On The Moon: The End Of Day,billboard-200,spotify:track:49JQdvXRFnXb08qv3KQN56,spotify:album:1OnCqi7IuzjnrOh2ZNvJHd
180,Tyler Childers,Purgatory,billboard-200,spotify:track:5opxZwZYGrLuWTOLW8HvMK,spotify:album:35LcGAeeMwVeIJrDpB3Gkz
181,Soundtrack,Frozen: The Songs,billboard-200,spotify:track:4qrbLq5bcENY7qJ8KXZFfb,spotify:album:73fDKy98dGej1mup2LXGXb
182,Jason Aldean,Rearview Town,billboard-200,spotify:track:6MeZUtoHhs7TTbrUTtXVnM,spotify:album:5f34GtT1lzD6MVCTZcffNh
183,Pink Floyd,The Dark Side Of The Moon,billboard-200,spotify:track:2ctvdKmETyOzPb2GiJJT53,spotify:album:4LH4d3cOWNNsVw41Gqt2kv
184,Ella Mai,Ella Mai,billboard-200,spotify:track:6fNkUUneBHlmrfQc4b8WwK,spotify:album:11gv8Qgp4yovR2i8gC0cnH
185,Johnny Cash,The Essential Johnny Cash,billboard-200,spotify:track:3DNXN5fPRdkYm64oCdV8L6,spotify:album:4E2eUhFHqTG2pu9MN1NDIF
186,Brett Young,Ticket To L.A.,billboard-200,spotify:track:11Yt0sD0Di5O8g28Yy3BqJ,spotify:album:3TJSHb2z7Zo2K8ff8bMSik
187,Ingrid Andress,Lady Like,billboard-200,spotify:track:33UI8dgfkDOf32DWBH1GL0,spotify:album:3l0QTUgr0CKXgpQb9PAdmH
188,Ariana Grande,Sweetener,billboard-200,spotify:track:70khXICDeTTxgYtw3EysKH,spotify:album:3tx8gQqWbGwqIGZHqDNrGe
189,Travis Scott,Sicko Mode,streaming-songs,spotify:track:2xLMifQCjDGFmkHkpNLD9h,spotify:album:41GuZcammIkupMPKH2OJ6I
190,Post Malone ,Sunflower (Spider-Man: Into The Spider-Verse),streaming-songs,spotify:track:3KkXRkHbMCARz0aVfEt68P,spotify:album:35s58BRTGAEWztPo9WqCIs
191,Travis Scott,HIGHEST IN THE ROOM,streaming-songs,spotify:track:3eekarcy7kvN4yt5ZFzltW,spotify:album:2uDTi1PlpSpvAv7IRAoAEU
192,YNW Melly ,Suicidal,streaming-songs,spotify:track:1iSqfoUFnQwV0QW1EfUit8,spotify:album:5xq6RMHNIBA73qld03dR6V
193,Ariana Grande ,Stuck With U,radio-songs,spotify:track:4HBZA5flZLE435QTztThqH,spotify:album:5mUdh6YWnUvf0MfklEk1oi
194,Skip Marley ,Slow Down,radio-songs,spotify:track:73FDJgnjt6ZcxoiavN6XrS,spotify:album:2Z6sqSTQprW8el0lCqojKi
195,Carrie Underwood,Drinking Alone,radio-songs,spotify:track:4objxuNfJlJHomkRIPa2Y2,spotify:album:6LURWtPusB5fGenqj0lbFd
196,for King ,TOGETHER,digital-song-sales,spotify:track:2Cj5LxM6O2HWQIr9p9h3TH,spotify:album:7xZZEsGpNn9frngVImQS1z
197,Brett Young,Lady,digital-song-sales,spotify:track:3ySLzrN7950dpf1ncttONO,spotify:album:6YjMnlV7GWmnUs4lN8bym9
198,IU,Eight,digital-song-sales,spotify:track:0pYacDCZuRhcrwGUA5nTBe,spotify:album:5vJNAlQeTf9lsulO1YlmSt
199,Machine Gun Kelly,Bloody Valentine,digital-song-sales,spotify:track:1bWEngw5tAF7vWByrf5Oy5,spotify:album:268JRqKvCGhDrbqH74sDFz
200,Martina McBride,Girls Like Me,digital-song-sales,spotify:track:7mAEhhFuvOYmPhIUPrPeSo,spotify:album:0ZERnGKcGJaYPLa5nlGQP7
201,Banda Sinaloense MS de Sergio Lizarraga ,Que Maldicion,digital-song-sales,spotify:track:2RxC2peY3FtrurYmbbmanr,spotify:album:3w8ZmQeTQo1390hdupmxvJ
202,Kari Jobe,The Blessing: Live,digital-song-sales,spotify:track:2elEVvWjPZltkotzcCwKvM,spotify:album:4XEf57ewixATrMNdUecNdE
203,Bruno Mars,Count On Me,digital-song-sales,spotify:track:3B5UbSndRz907IZhhmUfLi,spotify:album:6J84szYCnMfzEcvIcfWMFL
204,Sia,Saved My Life,digital-song-sales,spotify:track:5cpw6QKJcoXzpNBLNUJx2i,spotify:album:1kKYFo3YmUCRmT1tUj31wp
205,H.E.R.,Wrong Places,digital-song-sales,spotify:track:2mtLGVN6xZm93wDG9nvviS,spotify:album:2egSKhWoeRAIycSMnlew9P
206,Andra Day,Rise Up,digital-song-sales,spotify:track:0tV8pOpiNsKqUys0ilUcXz,spotify:album:6Blubl1glavmervPJa3QVs
207,Alicia Keys,Underdog,digital-song-sales,spotify:track:3FGiFUJRRp5RGikVrs6kig,spotify:album:01aNLzRaKJogmxt3hDeII2
208,Lucinda Williams,Good Souls Better Angels,top-album-sales,spotify:track:2pMTeB6Oysu6RgqtLh8AvR,spotify:album:3sF4iIrRTsRNKC6AMR6D2d
209,The Strokes,The New Abnormal,top-album-sales,spotify:track:5ruzrDWcT0vuJIOMW7gMnW,spotify:album:2xkZV2Hl1Omi8rk2D7t5lN
210,Five Finger Death Punch,F8,top-album-sales,spotify:track:2RyS4O0bhU3MLnjlKCsjSb,spotify:album:7vAcymF4feKxvqcUDzLQD2
211,Chicano Batman,Invisible People,top-album-sales,spotify:track:4QJ91B2OAp550hfWMAri8Q,spotify:album:0LQ5gWM3pvpS2iUhppk57p
212,Man Man,Dream Hunting In The Valley Of The In-Between,top-album-sales,spotify:track:55GiOSP7j9QFys6WOJacTD,spotify:album:7pus9stm2bEyhG71TG0IAa
213,Trivium,What The Dead Men Say,top-album-sales,spotify:track:4KugBNgb6iilXInnWQrMVh,spotify:album:0aXIJYbWk4u41iJmoJmp8y
214,Fiona Apple,Fetch The Bolt Cutters,top-album-sales,spotify:track:4SdubskbLiOkpsIjRVVsya,spotify:album:0fO1KemWL2uCCQmM22iKlj
215,Queen,Bohemian Rhapsody (Soundtrack),top-album-sales,spotify:track:3z8h0TU7ReDPLIbEnYhWZb,spotify:album:6i6folBtxKV28WX3msQ4FE
216,Days N Daze,Show Me The Blueprints,top-album-sales,spotify:track:5Jw57yvJOygOps5BUn2gAs,spotify:album:6t1aJkRaI1XykKW7Kohjef
217,Alan Jackson,Precious Memories Collection,top-album-sales,spotify:track:0pT4bQsP5YzMGFGV8zKgBE,spotify:album:3otkui6GGLYq0O1jD3obAo
218,Amy Winehouse,Back To Black,top-album-sales,spotify:track:30FURVTCpbKyykjSEQzGkH,spotify:album:097eYvf9NKjFnv4xA9s2oV
219,The Beatles,Sgt. Pepper's Lonely Hearts Club Band,top-album-sales,spotify:track:4fUKE8EULjQdHF4zb0M8FO,spotify:album:6QaVfG1pHYl1z15ZxkvVDW
220,Hot Country Knights,The K Is Silent,top-album-sales,spotify:track:3OEIZaNBJV47BiegC0Emff,spotify:album:3yKFOG6pV96OtkgKgKFt18
221,Havok,V,top-album-sales,spotify:track:6pU1D5UbxDFhOz0sYBzZl4,spotify:album:4Cwd31gLKiNzaLTPp3udJj
222,Tool,Fear Inoculum,current-albums,spotify:track:39zWYYZStDgWi32sOU9AX4,spotify:album:7acEciVtnuTzmwKptkjth5
223,NWM Cee Murdaa,Murdaa Cee Wrote!,current-albums,spotify:track:4Ew8R199FlZ1UMnlB8HoyN,spotify:album:3pNtdJvsjT3KjhQ0rIp6On
224,Wheeler Walker Jr.,Fuck You Bitch: All-Time Greatest Hits,current-albums,spotify:track:361IS8Xfbw6WZ0rl3wqQaK,spotify:album:4L7D1h5x9eu6oUMMZxUTgN
225,In This Moment,Mother,current-albums,spotify:track:0kgXAjZ2y0kGjKUekY0H8t,spotify:album:28IlwCwIt69Xh627BwUC8F
226,Shakey Graves,Look Alive (EP),current-albums,spotify:track:5XPkxa1BFEEZClaDkk25P6,spotify:album:03bR7Fivd84gNE124s9y4O
227,Ashley McBryde,Never Will,current-albums,spotify:track:7k9leKU41NyPIqvEMm2msR,spotify:album:0GETdJ0C2pHIqCFLoUa0rP
228,Katatonia,City Burials,current-albums,spotify:track:1JnRZDmx2shvUuXOLDML6j,spotify:album:1DX36PVNNEo2o9RAZN6OYJ
229,Thundercat,It Is What It Is,current-albums,spotify:track:1goTwTL1XZt1uuzohJppxN,spotify:album:59GRmAvlGs7KjLizFnV7Y9
230,Lana Del Rey,Norman Fucking Rockwell!,current-albums,spotify:track:3RIgHHpnFKj5Rni1shokDj,spotify:album:5XpEKORZ4y6OrCZSKsi46A
231,Green Day,Father Of All...,current-albums,spotify:track:17C1AVZVh5jhJU4eAcovpl,spotify:album:7ij8wQxCAexZiXZbMOHcxE
232,The Highwomen,The Highwomen,current-albums,spotify:track:47yfbuX2JXVg0STjXEGAps,spotify:album:2RFcxjuCLxKYfnOVyucot5
233,X,Alphabetland,current-albums,spotify:track:7iccGrz1FYed5J5BGdbEHm,spotify:album:2rqn3T6DVKs9nWpeVXYTXB
234,Alina Baraz,It Was Divine,independent-albums,spotify:track:3jbsRIkAf3vr818MKAtftO,spotify:album:0nmCwOAFeqD69X1MWwKTS6
235,Jackboy,Jackboy,independent-albums,spotify:track:62zKJrpbLxz6InR3tGyr7o,spotify:album:1Sf8GsXG32t0jNrX11xqWx
236,Daniel Caesar,Freudian,independent-albums,spotify:track:4nESnAOALHmxg8UFCCtXhO,spotify:album:3xybjP7r2VsWzwvDQipdM0
237,The Lumineers,Cleopatra,independent-albums,spotify:track:5bzf1xrbqr1ttjAJuRz2xY,spotify:album:5y1YWb4OONEGbxZQLRNUwO
238,Pinkfong,Pinkfong Presents: The Best Of Baby Shark,independent-albums,spotify:track:1BgIIisdlGg5yk9kmuRWpS,spotify:album:3QzOkjbkCXewXdy8VuZQan
239,Brent Faiyaz,Fuck The World,independent-albums,spotify:track:2CzUlaKN1mvb0szagSR3ux,spotify:album:3vi20DRHkqv4HyVg9Rt9wC
240,Bethel Music,Peace,independent-albums,spotify:track:2Gpk1rtu5wVUCMQH86kErs,spotify:album:5ooqN8wLOZ4zAYo23v3GfA
241,Natanael Cano,Corridos Tumbados,independent-albums,spotify:track:3O6d469HVaF8M3FOGcUf4r,spotify:album:6HvpgqHcpyXzAdNIioqIoq
242,Trippie Redd,A Love Letter To You 3,independent-albums,spotify:track:5Tp5zlCgbwXLMa3pgYsNMl,spotify:album:6qRbGZqJ3aQY8N8bcHc1ug
243,Eslabon Armado,Tu Veneno Mortal,independent-albums,spotify:track:6WYB1odDfMPVMyp1QxFInT,spotify:album:6fLur4KDfJ782l1m05kLWx
244,AJR,The Click,independent-albums,spotify:track:4u8Gkqyg87iGSW3hQbbnQZ,spotify:album:6JQLDydERhZKXqwQLb9uUY
245,Tyga,Legendary,independent-albums,spotify:track:4yn0ftNHQSwsWE81h33y4K,spotify:album:6hHIX3lfGKnZ2ji41YZMVV
246,2Pac,All Eyez On Me,independent-albums,spotify:track:5e7ldn9Kwo8Aw9Z8ql9cDj,spotify:album:1Mdy7hhoQRYdVrHzYnlUee
247,The Lumineers,The Lumineers,independent-albums,spotify:track:44uOreAESeRIBaxkuCW4wN,spotify:album:5y1YWb4OONEGbxZQLRNUwO
248,Soundtrack,Trolls,soundtracks,spotify:track:7Jve2MVTkPzRISeTYarF2R,spotify:album:2r6e6s9AuLL8j7rCIhu2wX
249,Soundtrack,Spider-Man: Into The Spider-Verse,soundtracks,spotify:track:6XIdGzOrcsewpeOmnj7X3h,spotify:album:21QaKNJTmiOgJp7u3i6ZmH
250,Soundtrack,Tangled,soundtracks,spotify:track:7zk7SQG8I4qNIvydCPxYjF,spotify:album:38EQxIGiroKzAJX68puO19
251,Soundtrack,The Lion King,soundtracks,spotify:track:26rTSwBVsNR98K4EVsIbyK,spotify:album:6vbMKoFcPYmK7ffdgicXyA
252,Soundtrack,The Sound Of Music,greatest-billboard-200-albums,spotify:track:0FpGuZOUBodi9IIwxjLkp9,spotify:album:4kAMA2t85A4S6x372Mm5xU
253,Taylor Swift,Fearless,greatest-billboard-200-albums,spotify:track:15PRxID4aGtOncbffzgZXI,spotify:album:3EzFY9Rg0PpbADMth746zi
254,Bruce Springsteen,Born In The U.S.A.,greatest-billboard-200-albums,spotify:track:0dOg1ySSI7NkpAe89Zo0b9,spotify:album:0PMasrHdpaoIRuHuhHp72O
255,Alanis Morissette,Jagged Little Pill,greatest-billboard-200-albums,spotify:track:0Lw3YRoo2mMu4oPlygPhUn,spotify:album:5Znivg52f0g7KyNpWTjoUX
256,Soundtrack,Doctor Zhivago,greatest-billboard-200-albums,spotify:track:6SPwAQarvQbJ3Hl5Gqld9u,spotify:album:6odkXZBLQCYHcgjV8gHSbG
257,Nickelback,All The Right Reasons,greatest-billboard-200-albums,spotify:track:1Z6TkwIi22GsVBb66Ss9Y0,spotify:album:3eZd2XbhLyPcgbgcsLTZh3
258,Carole King,Tapestry,greatest-billboard-200-albums,spotify:track:4kCS2MgX5dQFyqHy21MzJG,spotify:album:12n11cgnpjXKLeqrnIERoS
259,Whitney Houston,Whitney Houston,greatest-billboard-200-albums,spotify:track:5gUXJ028FkqhUAKk7bMWY4,spotify:album:36ofDpRRmMmSVVmsynRAs0
260,Lady Gaga,The Fame,greatest-billboard-200-albums,spotify:track:6Qh10T7u43YciJsJa99R3v,spotify:album:6rePArBMb5nLWEaY9aQqL4
261,Herb Alpert's Tijuana Brass,Whipped Cream & Other Delights,greatest-billboard-200-albums,spotify:track:2ZzhmoZD0iWas8Q6E2tvgK,spotify:album:4D5g4h22sVd5m8mBEZAzpn
262,Shania Twain,Come On Over,greatest-billboard-200-albums,spotify:track:0kxEMIpNL0GmIMKkTJ7vw0,spotify:album:4UMe0Ods7kygK6OISasZe9
263,Usher,Confessions,greatest-billboard-200-albums,spotify:track:7wBThXx7BGZHJJ3aN3OPvv,spotify:album:1RM6MGv6bcl6NrAG8PGoZk
264,Soundtrack,Frozen,greatest-billboard-200-albums,spotify:track:51jA591MDtFeTuembScYF0,spotify:album:34PgTs6IK4sLfmUJ87stCw
265,Taylor Swift,Taylor Swift,greatest-billboard-200-albums,spotify:track:4o5PrULiIL19FgYjKGKeEp,spotify:album:5GNzwOQX7Ar6YqZeK9HN03
266,Paula Abdul,Forever Your Girl,greatest-billboard-200-albums,spotify:track:0lmS0Wofcv7B7uFYssSKta,spotify:album:7zduRJgS6v79QmNUhKGozu
267,Billy Ray Cyrus,Some Gave All,greatest-billboard-200-albums,spotify:track:7nhvbWcNeMlv2oZLJPSSAt,spotify:album:23Lqr6YXcILvNvbzIwqpOf
268,Celine Dion,Falling Into You,greatest-billboard-200-albums,spotify:track:7KWMxUH7lORLTob6aMpXBU,spotify:album:2vk0n8aeQSO74VtQBbNDPR
269,Carrie Underwood,Some Hearts,greatest-billboard-200-albums,spotify:track:4VsMvUldyABTPUodYRI6uX,spotify:album:0kys2jaKAiDPfNBd4z7LAg
270,Whitney Houston,The Bodyguard (Soundtrack),greatest-billboard-200-albums,spotify:track:7lARcL3Gu0wKcPcQ3t9xiF,spotify:album:7JVJlkNNobS0GSoy4tCS96
271,Def Leppard,Hysteria,greatest-billboard-200-albums,spotify:track:2PFIZFcGry0po3ZfRZkzKc,spotify:album:1ja2qzCrh6bZykcojbZs82
272,Norah Jones,Come Away With Me,greatest-billboard-200-albums,spotify:track:0Cvjlph1WGbwZY1PlMEtJY,spotify:album:1JvoMzqg04nC29gam4Qaiq
273,Soundtrack,Mary Poppins,greatest-billboard-200-albums,spotify:track:4MnN3os8nVi4Yk8Oklzg5u,spotify:album:6vbMKoFcPYmK7ffdgicXyA
274,Elton John,Goodbye Yellow Brick Road,greatest-billboard-200-albums,spotify:track:4IRHwIZHzlHT1FQpRa5RdE,spotify:album:5WupqgR68HfuHt3BMJtgun
275,Britney Spears,...Baby One More Time,greatest-billboard-200-albums,spotify:track:3MjUtNVVq3C8Fn0MP3zhXa,spotify:album:3WNxdumkSMGMJRhEgK80qx
276,Backstreet Boys,Backstreet Boys,greatest-billboard-200-albums,spotify:track:1di1BEgJYzPvXUuinsYJGP,spotify:album:2U9ONknz1iFEK9drEKLx8v
277,Soundtrack,Saturday Night Fever,greatest-billboard-200-albums,spotify:track:3H0lCkmzYzTQV0RyoCRJWY,spotify:album:0AlIt9peRDI9zBVKnMOXIR
278,Pearl Jam,Ten,greatest-billboard-200-albums,spotify:track:41opVW7j0kvhmusNj4rBYv,spotify:album:3D4SPKGZqzWUwhETarQv9S
279,Foreigner,4,greatest-billboard-200-albums,spotify:track:5ZEZI7jKs4ZyK7SDFSnQPy,spotify:album:06duRZuZTvHOLtJB5zq9ez
280,Journey,Escape,greatest-billboard-200-albums,spotify:track:0uohDwZcv1qjIKVsLsx0HD,spotify:album:43wpzak9OmQfrjyksuGwp0
281,Spice Girls,Spice,greatest-billboard-200-albums,spotify:track:68JGdi61xe6uK1bfatFXPJ,spotify:album:2wcL0WMtFpE1oHk8d9MXuK
282,Mariah Carey,Mariah Carey,greatest-billboard-200-albums,spotify:track:2Epqce6wM48J6Wnlmhn42c,spotify:album:1iSTXHBhLc9ImaqyvVZGft
283,Soundtrack,High School Musical,greatest-billboard-200-albums,spotify:track:0Cdo2d2DzOVrC9PNAR9qlJ,spotify:album:7tEt6iNIbB6GRAoUo6Qwdp
284,Mariah Carey,The Emancipation Of Mimi,greatest-billboard-200-albums,spotify:track:0FIU28LpYSa3ILiNmbC9lS,spotify:album:6ek7Y68IlB6CoFkkc2gEQb
285,Blood,"Blood, Sweat & Tears",greatest-billboard-200-albums,spotify:track:0t31JAqGitAWLiih5qOg3Y,spotify:album:6JbZ7667y5eVxzJs2fpapc
286,Michael Bolton,"Time, Love And Tenderness",greatest-billboard-200-albums,spotify:track:3efqNhyZjnIX2Pnu4Jx8dq,spotify:album:3tu5RTLzk7J2Oe30hspuPm
287,Avril Lavigne,Let Go,greatest-billboard-200-albums,spotify:track:2o0V0AATmWmCmMOAFWDuEV,spotify:album:7qjA5gbagHWVbqKUgVt49l
288,Various Artists,Jesus Christ Superstar,greatest-billboard-200-albums,spotify:track:1SgFqECrquea0hWNFlqvqc,spotify:album:621Nf89pD6Z5fkdlXdvEwu
289,Soundtrack,Dirty Dancing,greatest-billboard-200-albums,spotify:track:4xOzE1v7QbSLsOxk0qKY7d,spotify:album:6h7MQ42eR6vOAHKTgVXrbC
290,Boyz II Men,II,greatest-billboard-200-albums,spotify:track:2hUUZNSjyashrVcoCwtVvv,spotify:album:50NJ3kg2byqp460tCPpRF7
291,Iron Butterfly,In-A-Gadda-Da-Vida,greatest-billboard-200-albums,spotify:track:41TqRBgF4Ahyr4vGmZVk8b,spotify:album:5SRbMc6fb21BcI3eq3aF7X
292,Kid Rock,Rock N Roll Jesus,greatest-billboard-200-albums,spotify:track:1xlsv3p3kUA9jhDQ5F0hmQ,spotify:album:2xChdOg0PvxzHzE1BooUpI
293,REO Speedwagon,Hi Infidelity,greatest-billboard-200-albums,spotify:track:6UxGF7LGJ5qE0LJViSTsA2,spotify:album:0X4ZNTZw7SYgrp5rlBQC3N
294,No Doubt,Tragic Kingdom,greatest-billboard-200-albums,spotify:track:3lxB1GaYdngwmrM0MBXF1C,spotify:album:22MtHr01EzeL6jmc5uwpHC
295,Lady Antebellum,Need You Now,greatest-billboard-200-albums,spotify:track:7GAaTpSoTWUTbP2Yxlt4Hd,spotify:album:5RypFF6rN9MUxFe4aAWA28
296,Supertramp,Breakfast In America,greatest-billboard-200-albums,spotify:track:4a5pNRjwmzYQuEY1E7O6pj,spotify:album:1zcm3UvHNHpseYOUfd0pna
297,Janet Jackson,Control,greatest-billboard-200-albums,spotify:track:17xdHtNm87n3oOLNa4jxCQ,spotify:album:5rgQevCH5hYBGnNkWQwjsI
298,Green Day,American Idiot,greatest-billboard-200-albums,spotify:track:6nTiIhLmQ3FWhvrGafw2zj,spotify:album:5dN7F9DV0Qg1XRdIgW8rke
299,Fleetwood Mac,Fleetwood Mac,greatest-billboard-200-albums,spotify:track:4z6KLh0fbtkJ1PWOkrNNty,spotify:album:6tbQdb3SyIPzwOZDvsETk5
300,Milli Vanilli,Girl You Know It's True,greatest-billboard-200-albums,spotify:track:0C7dYeCLF6ukChtW64UNge,spotify:album:67QUZa2DQaBdeQvPQGfSkL
301,Florida Georgia Line,Here's To The Good Times,greatest-billboard-200-albums,spotify:track:2C4nWwy2NPD45fTHxBWCnf,spotify:album:2GSU4IGtDcY5kCXnCJbfNT
302,Kelly Clarkson,Breakaway,greatest-billboard-200-albums,spotify:track:4PFAm88FBkY7IFtvCaGctZ,spotify:album:20jYcJane0oI7VoMNoEOJU
303,Eric Clapton,Unplugged,greatest-billboard-200-albums,spotify:track:612VcBshQcy4mpB2utGc3H,spotify:album:3ebyEGol0Abc7VAxYf7vEg
304,George Michael,Faith,greatest-billboard-200-albums,spotify:track:0HEmnAUT8PHznIAAmVXqFJ,spotify:album:34K1Kvskt9arWy8E1Gz3Lw
305,Wilson Phillips,Wilson Phillips,greatest-billboard-200-albums,spotify:track:6RzD2bOHLbZv7K4W0l5O0h,spotify:album:0kIIzuDCyLqbvgkSPfX8Wz
306,Nelly,Country Grammar,greatest-billboard-200-albums,spotify:track:7xT6yQZioWY42LdKNaNAh3,spotify:album:3QMmVGkf8YgOUm1JhVXuem
307,Mariah Carey,Music Box,greatest-billboard-200-albums,spotify:track:1SI84AEzKGa9KBSSxDYlYW,spotify:album:2NKxb7pk04CuZab5udkGUl
308,New Kids On The Block,Hangin' Tough,greatest-billboard-200-albums,spotify:track:16flEBCtUF67V5yO0GxYWn,spotify:album:0W7mquARagPr9V1N0nHYgK
309,Ace Of Base,The Sign,greatest-billboard-200-albums,spotify:track:0hrBpAOgrt8RXigk83LLNE,spotify:album:5UwIyIyFzkM7wKeGtRJPgB
310,Pink Floyd,The Wall,greatest-billboard-200-albums,spotify:track:4gMgiXfqyzZLMhsksGmbQV,spotify:album:5Dbax7G8SWrP9xyzkOvy2F
311,Asia,Asia,greatest-billboard-200-albums,spotify:track:0HrMVfANbjPKLeEo8NBvjq,spotify:album:0TaHUPhPvmAYS8GSZ8wakk
312,The Black Eyed Peas,The E.N.D.,greatest-billboard-200-albums,spotify:track:14i3rze9ighgKitPm58Ef8,spotify:album:1Zm6b6X2whwZQdE99aaRT6
313,Dire Straits,Brothers In Arms,greatest-billboard-200-albums,spotify:track:0CzeAbfKFnxnWjwo5iYiCG,spotify:album:15J400U0rEpgE64UQgtvLs
314,Sam Smith,In The Lonely Hour,greatest-billboard-200-albums,spotify:track:2a4iE4k1IkIswThuJ3ROsw,spotify:album:08jWgM4vSkTose4blKBWov
315,Fergie,The Dutchess,greatest-billboard-200-albums,spotify:track:7JUl7CEg1tzaFOaDRnvSyZ,spotify:album:2knAf4wg8Gff8q1bXiXCTz
316,Soundtrack,"O Brother, Where Art Thou?",greatest-billboard-200-albums,spotify:track:1LhQBC3uPQ9JpTMLPvp3xl,spotify:album:6yYfhNTYIiwDQOpa5f4XuX
317,Soundtrack,The Graduate,greatest-billboard-200-albums,spotify:track:0ndnRN0jVOo4sv4MHH2Pyh,spotify:album:2aXCw4jI4ON0OdHbA71Ov9
318,Rascal Flatts,Me And My Gang,greatest-billboard-200-albums,spotify:track:435sp9O64WY2P9DLMuBDCU,spotify:album:5XPdkIryKSpTKW21HUtvV0
319,Mumford ,Sigh No More,greatest-billboard-200-albums,spotify:track:7JKTeumTRsQJCqTpkbPnM2,spotify:album:0kjj3EUl6EOrKSC9iDurZq
320,Heart,Heart,greatest-billboard-200-albums,spotify:track:41nQbP8evDWChLdxM0nYCQ,spotify:album:10RTnm8D46g7qWpzG2XBOH
321,Luke Bryan,Crash My Party,greatest-billboard-200-albums,spotify:track:6GBUsjHfZuweYf5lQEz6mP,spotify:album:5M8gr5RV2eR6UkztC69ogB
322,'N Sync,No Strings Attached,greatest-billboard-200-albums,spotify:track:6wOlzyu9hqu4Tjk0kPNv6e,spotify:album:20RMokVwJ2wjQ0s8FOdOFC
323,Ed Sheeran,X,greatest-billboard-200-albums,spotify:track:2oDWmnnllWUs6KgoCITtQ0,spotify:album:44a1fzx5dGPT2VKliOw6MG
324,Mumford ,Babel,greatest-billboard-200-albums,spotify:track:2VWsju2DQZHz4GJ60UIcqF,spotify:album:0jcOOqw8oVjs2ngnrndbsO
325,Janet Jackson,Janet.,greatest-billboard-200-albums,spotify:track:5kTOym0Pa5R4VGkTOhFmMb,spotify:album:6MFr3o4hxxhWrc2DAitc0G
326,Paul McCartney,Band On The Run,greatest-billboard-200-albums,spotify:track:177hhM6UlC7ZDM8P9xoemt,spotify:album:6k1uheGE4dRXkcRcpbfRg2
327,Jimi Hendrix,Are You Experienced?,greatest-billboard-200-albums,spotify:track:02POyqtbrdmYQ3RxsTrYMD,spotify:album:7rSZXXHHvIhF4yUFdaOCy9
328,Original Cast Recording,Hair,greatest-billboard-200-albums,spotify:track:7IzEoGHwj4a3h78Yl5r4xq,spotify:album:19Vm5Ds1kH4p1yckKXXD0Z
329,The Police,Synchronicity,greatest-billboard-200-albums,spotify:track:6pdzag4syvFI3FQUMn5OUY,spotify:album:27CmHDnU3bCvfDaN84V4rQ
330,Jewel,Pieces Of You,greatest-billboard-200-albums,spotify:track:3mw8SI65w74d5WkIAwTiQm,spotify:album:3og7zxtvC4EmQiLrjg3Pf6
331,TLC,CrazySexyCool,greatest-billboard-200-albums,spotify:track:0GVx3QAcdIesAuh6yUudZ8,spotify:album:5eg56dCpFn32neJak2vk0f
332,U2,The Joshua Tree,greatest-billboard-200-albums,spotify:track:4qgZs0RNjdzKAS22lP0QjY,spotify:album:5y6wlw1LnqFnQFruMeiwGU
333,Alicia Keys,As I Am,greatest-billboard-200-albums,spotify:track:2Akflbx1R68FZOOUx33xTc,spotify:album:6KlxyxhXEDo1LdheFulN7h
334,The Monkees,The Monkees,greatest-billboard-200-albums,spotify:track:4zM6xmUvW8cuyMdvwnCtH3,spotify:album:0YoVLoHDgFdeRfVxCJWjLq
335,Whitesnake,Whitesnake,greatest-billboard-200-albums,spotify:track:7BPHmgJ46Hu8jcvwvrZSzc,spotify:album:1pJOaeAojUYs43sa15Q6nJ
336,Jason Aldean,My Kinda Party,greatest-billboard-200-albums,spotify:track:0PEoDuSyUrSFFjV7XmY58P,spotify:album:1vwqf42OUqrGJtLFqixZUB
337,'N Sync,'N Sync,greatest-billboard-200-albums,spotify:track:6wOlzyu9hqu4Tjk0kPNv6e,spotify:album:20RMokVwJ2wjQ0s8FOdOFC
338,Michael Jackson,Bad,greatest-billboard-200-albums,spotify:track:5lWFrW5T3JtxVCLDb7etPu,spotify:album:24TAupSNVWSAHL0R7n71vm
